name,atk,level,EP,NA
Rank-Up-Magic Cipher Ascension,0.0,1.0,40,52.0
Rank-Up-Magic Doom Double Force,0.0,1.0,30,42.0
Rank-Up-Magic Limited Barian's Force,0.0,1.0,20,32.0
Rank-Up-Magic Numeron Force,0.0,1.0,20,32.0
Rank-Up-Magic Quick Chaos,0.0,1.0,20,32.0
Rank-Up-Magic Raid Force,0.0,1.0,30,42.0
Rank-Up-Magic Raptor's Force,0.0,1.0,30,42.0
Rank-Up-Magic Revolution Force,0.0,1.0,20,32.0
Rank-Up-Magic Skip Force,0.0,1.0,30,42.0
Rank-Up-Magic Soul Shave Force,0.0,1.0,20,32.0
Rank-Up-Magic Zexal Force,0.0,1.0,70,82.0
Ranryu,1500.0,4.0,30,48.0
"Raphion, the Timelord",0.0,10.0,50,51.2
Rapid Trigger,0.0,1.0,30,42.0
Rapid Warrior,1200.0,4.0,0,15.0
Rapid-Fire Magician,1600.0,4.0,20,39.0
Raptor Wing Strike,0.0,1.0,20,32.0
Raptor's Gust,0.0,1.0,10,22.0
Raptor's Ultimate Mace,0.0,1.0,40,52.0
Rare Fish,1500.0,4.0,0,18.0
Rare Metal Dragon,2400.0,4.0,20,47.0
Rare Metalmorph,0.0,1.0,30,42.0
Rare Value,0.0,1.0,20,32.0
Raregold Armor,0.0,1.0,0,12.0
Raremetalfoes Bismugear,0.0,1.0,30,42.0
Rasetsu,1500.0,4.0,20,38.0
Rasterliger,2000.0,1.0,30,62.0
Ravenous Crocodragon Archethys,1000.0,9.0,60,71.33333333333333
Ravenous Vendread,0.0,1.0,20,32.0
"Raviel, Lord of Phantasms",4000.0,10.0,40,81.2
"Raviel, Lord of Phantasms - Shimmering Scraper",4000.0,10.0,10,51.2
Ray & Temperature,1000.0,3.0,0,14.0
Ray of Hope,0.0,1.0,0,12.0
Razor Lizard,1500.0,3.0,10,29.0
Re-Cover,700.0,1.0,30,49.0
Re-dyce-cle,0.0,1.0,30,42.0
Re-Fusion,0.0,1.0,40,52.0
Re-qliate,0.0,1.0,30,42.0
Re: EX,1900.0,4.0,20,42.0
"Reactan, Dragon Ruler of Pebbles",1800.0,4.0,30,51.0
Reactor Slime,500.0,4.0,20,28.0
Ready for Intercepting,0.0,1.0,0,12.0
Ready Fusion,0.0,1.0,30,42.0
Really Eternal Rest,0.0,1.0,10,22.0
Realm of Danger!,0.0,1.0,20,32.0
Realm of Light,0.0,1.0,50,62.0
Realm Resonance,0.0,1.0,30,42.0
Reanimation Wave,0.0,1.0,20,32.0
Reaper of Prophecy,2000.0,6.0,60,82.0
Reaper of the Cards,1380.0,5.0,10,26.2
Reaper on the Nightmare,800.0,5.0,0,10.4
Reaper Scythe - Dreadscythe,0.0,1.0,20,32.0
Reasoning,0.0,1.0,20,32.0
Rebellion,0.0,1.0,0,12.0
Rebirth Judgment,0.0,1.0,0,12.0
Rebirth of Nephthys,0.0,1.0,30,42.0
Rebirth of Parshath,0.0,1.0,30,42.0
Rebirth of the Seventh Emperors,0.0,1.0,30,42.0
Reboot,0.0,1.0,0,12.0
Reborn Tengu,1700.0,4.0,40,60.0
Reborn Zombie,1000.0,4.0,10,23.0
Rebound,0.0,1.0,30,42.0
Rebuildeer,1800.0,4.0,30,51.0
Recall,0.0,1.0,30,42.0
Recardination,0.0,1.0,20,32.0
Recette de Personnel (Staff Recipe),0.0,1.0,20,32.0
Recette de Poisson (Fish Recipe),0.0,1.0,40,52.0
Recette de Viande (Meat Recipe),0.0,1.0,20,32.0
Reckless Greed,0.0,1.0,20,32.0
Reckoned Power,0.0,1.0,10,22.0
Recoded Alive,0.0,1.0,30,42.0
"Recon, Scout Fur Hire",1000.0,2.0,30,46.0
Recovery Sorcerer,1500.0,1.0,30,57.0
Recurring Nightmare,0.0,1.0,0,12.0
Recycle,0.0,1.0,0,12.0
Recycling Batteries,0.0,1.0,0,12.0
Red Archery Girl,1400.0,4.0,0,17.0
Red Arrows,0.0,1.0,10,22.0
Red Blossoms from Underroot,0.0,1.0,30,42.0
Red Carpet,0.0,1.0,20,32.0
Red Cocoon,0.0,1.0,20,32.0
Red Dragon Archfiend,3000.0,8.0,10,41.5
Red Dragon Archfiend/Assault Mode,3500.0,10.0,30,66.2
Red Dragon Ninja,2400.0,6.0,30,56.0
Red Dragon Vase,0.0,1.0,40,52.0
Red Duston,0.0,1.0,30,42.0
Red Familiar,1600.0,4.0,30,49.0
Red Gadget,1300.0,4.0,40,56.0
Red Gardna,0.0,4.0,10,13.0
Red Hared Hasty Horse,2000.0,5.0,30,52.4
Red Medicine,0.0,1.0,0,12.0
Red Mirror,0.0,1.0,20,32.0
Red Nova,0.0,1.0,40,52.0
Red Nova Dragon,3500.0,12.0,60,96.0
Red Ogre,2800.0,7.0,20,49.714285714285715
Red Potan,100.0,1.0,20,33.0
Red Reboot,0.0,1.0,0,12.0
Red Reign,0.0,1.0,30,42.0
Red Resonator,600.0,2.0,40,52.0
Red Rising Dragon,2100.0,6.0,30,53.0
Red Rose Dragon,1000.0,3.0,40,54.0
Red Screen,0.0,1.0,30,42.0
Red Sparrow Summoner,1600.0,4.0,50,69.0
Red Sprinter,1700.0,4.0,20,40.0
Red Supernova Dragon,4000.0,12.0,60,101.0
Red Supremacy,0.0,1.0,10,22.0
Red Warg,1400.0,6.0,20,36.0
Red Wyvern,2400.0,6.0,30,56.0
Red Zone,0.0,1.0,40,52.0
Red-Eyes Alternative Black Dragon,2400.0,7.0,30,55.714285714285715
Red-Eyes Archfiend of Lightning,2500.0,6.0,30,57.0
Red-Eyes Baby Dragon,1200.0,3.0,70,86.0
Red-Eyes Black Dragon,2400.0,7.0,0,25.714285714285715
Red-Eyes Black Dragon Sword,2400.0,7.0,40,65.71428571428572
Red-Eyes Black Flare Dragon,2400.0,7.0,40,65.71428571428572
Red-Eyes Black Metal Dragon,2800.0,8.0,40,69.5
Red-Eyes Black Meteor Dragon,2000.0,6.0,50,72.0
Red-Eyes Burn,0.0,1.0,10,22.0
Red-Eyes Dark Dragoon,3000.0,8.0,40,71.5
Red-Eyes Darkness Dragon,2400.0,9.0,40,65.33333333333333
Red-Eyes Darkness Metal Dragon,2800.0,10.0,30,59.2
Red-Eyes Fang with Chain,0.0,1.0,0,12.0
Red-Eyes Flare Metal Dragon,2800.0,7.0,50,79.71428571428572
Red-Eyes Fusion,0.0,1.0,20,32.0
Red-Eyes Insight,0.0,1.0,20,32.0
Red-Eyes Retro Dragon,1700.0,4.0,50,70.0
Red-Eyes Slash Dragon,2800.0,7.0,50,79.71428571428572
Red-Eyes Soul,900.0,7.0,40,50.714285714285715
Red-Eyes Spirit,0.0,1.0,20,32.0
Red-Eyes Toon Dragon,2400.0,7.0,20,45.714285714285715
Red-Eyes Transmigration,0.0,1.0,30,42.0
Red-Eyes Wyvern,1800.0,4.0,30,51.0
Red-Eyes Zombie Dragon,2400.0,7.0,30,55.714285714285715
Red-Eyes Zombie Dragon Lord,2800.0,10.0,30,59.2
Red-Eyes Zombie Necro Dragon,2400.0,7.0,50,75.71428571428572
Red-Headed Oni,1700.0,4.0,20,40.0
"Redbeard, the Plunder Patroll Matey",1000.0,4.0,20,33.0
Redeemable Jar,0.0,1.0,10,22.0
"Redox, Dragon Ruler of Boulders",1600.0,7.0,40,57.714285714285715
Reed Butterfly,300.0,1.0,20,35.0
Reese the Ice Mistress,800.0,2.0,10,24.0
Reeshaddoll Wendi,1500.0,3.0,40,59.0
"Reeze, Whirlwind of Gusto",1900.0,5.0,0,21.4
Reflect Bounder,1700.0,4.0,30,50.0
Reflection of Endymion,1850.0,7.0,50,70.21428571428572
Regenerating Mummy,1800.0,4.0,0,21.0
Regenerating Rose,0.0,7.0,30,31.714285714285715
Regenerating Rose Token,1200.0,3.0,20,36.0
Regretful Rebirth,0.0,1.0,30,42.0
Regulus,1700.0,4.0,0,20.0
"Reign-Beaux, Overking of Dark World",3000.0,8.0,30,61.5
"Reign-Beaux, Overlord of Dark World",2500.0,7.0,20,46.714285714285715
Reincarnation of the Seventh Emperors,0.0,1.0,50,62.0
Reinforce Truth,0.0,1.0,40,52.0
REINFORCE!,0.0,1.0,40,52.0
Reinforced Human Psychic Borg,1500.0,4.0,20,38.0
Reinforced Space,0.0,1.0,20,32.0
Reinforcement of the Army,0.0,1.0,20,32.0
Reinforcement of the Army's Troops,0.0,1.0,20,32.0
Reinforcements,0.0,1.0,20,32.0
Reject Reborn,0.0,1.0,20,32.0
Rekindling,0.0,1.0,30,42.0
Relay Soul,0.0,1.0,20,32.0
Release from Stone,0.0,1.0,30,42.0
Release Restraint,0.0,1.0,20,32.0
Release Restraint Wave,0.0,1.0,10,22.0
"Release, Reverse, Burst",0.0,1.0,10,22.0
Relieve Monster,0.0,1.0,20,32.0
Relinkuriboh,300.0,1.0,40,55.0
Relinquished,0.0,1.0,50,62.0
Relinquished Anima,0.0,1.0,20,32.0
Relinquished Fusion,0.0,1.0,30,42.0
Relinquished Spider,300.0,2.0,10,19.0
Reload,0.0,1.0,20,32.0
Remote Rebirth,0.0,1.0,20,32.0
Remote Revenge,0.0,1.0,10,22.0
Remove Brainwashing,0.0,1.0,0,12.0
Remove Trap,0.0,1.0,10,22.0
Renewal of the World,0.0,1.0,50,62.0
"Renge, Gatekeeper of Dark World",100.0,4.0,0,4.0
Reprodocus,800.0,1.0,0,20.0
Reptia Egg,0.0,1.0,40,52.0
Reptilianne Coatl,1400.0,4.0,20,37.0
Reptilianne Echidna,200.0,1.0,40,54.0
Reptilianne Gardna,0.0,4.0,30,33.0
Reptilianne Gorgon,1400.0,3.0,0,18.0
Reptilianne Hydra,2100.0,6.0,50,73.0
Reptilianne Lamia,0.0,2.0,20,26.0
Reptilianne Medusa,2200.0,6.0,0,24.0
Reptilianne Melusine,2500.0,8.0,50,76.5
Reptilianne Naga,0.0,1.0,10,22.0
Reptilianne Nyami,200.0,2.0,20,28.0
Reptilianne Poison,0.0,1.0,0,12.0
Reptilianne Rage,0.0,1.0,20,32.0
Reptilianne Ramifications,0.0,1.0,20,32.0
Reptilianne Recoil,0.0,1.0,30,42.0
Reptilianne Scylla,1800.0,4.0,30,51.0
Reptilianne Servant,100.0,1.0,30,43.0
Reptilianne Spawn,0.0,1.0,20,32.0
Reptilianne Token,0.0,1.0,20,32.0
Reptilianne Vaskii,2600.0,8.0,30,57.5
Reptilianne Viper,0.0,2.0,20,26.0
Rescue Cat,300.0,4.0,50,56.0
Rescue Ferret,300.0,4.0,50,56.0
Rescue Hamster,300.0,4.0,60,66.0
Rescue Hedgehog,300.0,4.0,60,66.0
Rescue Interlacer,1000.0,3.0,10,24.0
Rescue Rabbit,300.0,4.0,60,66.0
Rescue Warrior,1600.0,4.0,10,29.0
Rescue-ACE Air Lifter,1700.0,4.0,40,60.0
Rescue-ACE Fire Attacker,2200.0,6.0,30,54.0
Rescue-ACE Fire Engine,2500.0,7.0,20,46.714285714285715
Rescue-ACE HQ,0.0,1.0,70,82.0
Rescue-ACE Hydrant,0.0,1.0,20,32.0
Rescue-ACE Impulse,1500.0,3.0,40,59.0
Rescue-ACE Monitor,1800.0,4.0,40,61.0
Rescue-ACE Preventer,2800.0,8.0,30,59.5
Rescue-ACE Turbulence,3000.0,9.0,60,91.33333333333333
RESCUE!,0.0,1.0,20,32.0
Rescueroid,1600.0,6.0,10,28.0
Resh Shaddoll Incarnation,0.0,1.0,30,42.0
Reshef the Dark Being,2500.0,8.0,10,36.5
ReSolfachord Dreamia,600.0,2.0,30,42.0
Resonance Device,0.0,1.0,0,12.0
Resonance Insect,1000.0,4.0,30,43.0
Resonant Destruction,0.0,1.0,10,22.0
Resonator Call,0.0,1.0,20,32.0
Resonator Command,0.0,1.0,10,22.0
Resonator Engine,0.0,1.0,20,32.0
Respect Play,0.0,1.0,0,12.0
Restoration of the Monarchs,0.0,1.0,30,42.0
Restoration Point Guard,1000.0,1.0,30,52.0
Restructer Revolution,0.0,1.0,20,32.0
Resurgam Xyz,0.0,1.0,30,42.0
Resurrection of Chakra,0.0,1.0,20,32.0
Ret-time Reviver Emit-ter,800.0,2.0,30,44.0
"Retaliating ""C""",1400.0,4.0,50,67.0
Retort,0.0,1.0,10,22.0
Return,0.0,1.0,0,12.0
Return from the Different Dimension,0.0,1.0,30,42.0
Return of the Doomed,0.0,1.0,0,12.0
Return of the Dragon Lords,0.0,1.0,40,52.0
Return of the Monarchs,0.0,1.0,40,52.0
Return of the Red-Eyes,0.0,1.0,30,42.0
Return of the Six Samurai,0.0,1.0,30,42.0
Return of the Zombies,0.0,1.0,30,42.0
Return Soul,0.0,1.0,10,22.0
Return Zombie,1000.0,4.0,0,13.0
Returned of the Tistina,500.0,2.0,20,31.0
Revealer of the Ice Barrier,1700.0,4.0,40,60.0
Revendread Evolution,0.0,1.0,50,62.0
Revendread Executor,3000.0,8.0,50,81.5
Revendread Origin,0.0,1.0,40,52.0
Revendread Slayer,2400.0,6.0,70,96.0
Revenge Rally,0.0,1.0,30,42.0
Reversal of Fate,0.0,1.0,0,12.0
Reversal Quiz,0.0,1.0,0,12.0
Reverse Breaker,0.0,1.0,10,22.0
Reverse Buster,1500.0,4.0,10,28.0
Reverse Glasses,0.0,1.0,0,12.0
Reverse Jar,800.0,3.0,0,12.0
Reverse of Neos,0.0,1.0,70,82.0
Reverse Reuse,0.0,1.0,20,32.0
Reverse Trap,0.0,1.0,0,12.0
Reversible Beetle,1100.0,3.0,20,35.0
Revival Gift,0.0,1.0,20,32.0
Revival Golem,100.0,4.0,40,44.0
Revival Jam,1500.0,4.0,30,48.0
Revival of Dokurorider,0.0,1.0,20,32.0
Revival of the Immortals,0.0,1.0,20,32.0
Revival Rose,1300.0,4.0,30,46.0
Revival Swarm,0.0,1.0,40,52.0
Revived King Ha Des,2450.0,6.0,10,36.5
Revoke Fusion,0.0,1.0,10,22.0
Revolution Synchron,900.0,3.0,20,33.0
Revolving Switchyard,0.0,1.0,40,52.0
"Rex, Freight Fur Hire",300.0,2.0,50,59.0
RGB Rainbowlution,0.0,1.0,20,32.0
Rhaimundos of the Red Sword,1200.0,4.0,0,15.0
Rhinotaurus,1800.0,4.0,10,31.0
Ribbon of Rebirth,0.0,1.0,30,42.0
Ride of the Valkyries,0.0,1.0,50,62.0
Rider of the Storm Winds,500.0,1.0,30,47.0
Right Arm of the Forbidden One,200.0,1.0,0,14.0
Right Leg of the Forbidden One,200.0,1.0,0,14.0
Right-Hand Shark,1500.0,4.0,80,98.0
Righty Driver,100.0,1.0,20,33.0
Rigorous Reaver,1600.0,3.0,-10,10.0
Rikka Flurries,0.0,1.0,10,22.0
Rikka Glamour,0.0,1.0,20,32.0
Rikka Konkon,0.0,1.0,40,52.0
Rikka Petal,0.0,1.0,40,52.0
Rikka Princess,0.0,4.0,20,23.0
Rikka Queen Strenna,2000.0,4.0,20,43.0
Rikka Sheet,0.0,1.0,0,12.0
Rikka Tranquility,0.0,1.0,20,32.0
"Rilliona, the Magistus of Verre",800.0,4.0,50,61.0
"Rilliona, the Wondrous Magistus Witch Wardrobe",1000.0,4.0,40,53.0
Rindbrumm the Striking Dragon,2500.0,8.0,30,56.5
Ring Announcer,0.0,1.0,30,42.0
Ring of Defense,0.0,1.0,20,32.0
Ring of Destruction,0.0,1.0,30,42.0
Ring of Magnetism,0.0,1.0,0,12.0
"Ringowurm, the Dragon Guarding the Hundred Apples",100.0,2.0,30,37.0
"Rinyan, Lightsworn Rogue",100.0,2.0,20,27.0
Riryoku,0.0,1.0,0,12.0
Riryoku Field,0.0,1.0,10,22.0
Riryoku Guardian,0.0,1.0,30,42.0
Rise of the Fallen,0.0,1.0,40,52.0
Rise of the Salamangreat,0.0,1.0,30,42.0
Rise of the Snake Deity,0.0,1.0,30,42.0
Rise to Full Height,0.0,1.0,10,22.0
Risebell the Star Adjuster,800.0,3.0,20,32.0
Risebell the Star Psycher,1500.0,4.0,0,18.0
Risebell the Summoner,800.0,3.0,0,12.0
Rising Air Current,0.0,1.0,10,22.0
Rising Energy,0.0,1.0,10,22.0
Rising Fire,0.0,1.0,60,72.0
Rising Sun Slash,0.0,1.0,30,42.0
Rite of Aramesir,0.0,1.0,40,52.0
Rite of Spirit,0.0,1.0,20,32.0
Ritual Beast Ambush,0.0,1.0,30,42.0
Ritual Beast Return,0.0,1.0,30,42.0
Ritual Beast Steeds,0.0,1.0,10,22.0
Ritual Beast Tamer Elder,200.0,2.0,40,48.0
Ritual Beast Tamer Lara,100.0,1.0,20,33.0
Ritual Beast Tamer Wen,1500.0,3.0,30,49.0
Ritual Beast Tamer Zeframpilica,1000.0,3.0,30,44.0
Ritual Beast Tamer Zefrawendi,1500.0,3.0,20,39.0
Ritual Beast Ulti-Apelio,2600.0,6.0,30,58.0
Ritual Beast Ulti-Cannahawk,1400.0,6.0,50,66.0
Ritual Beast Ulti-Gaiapelio,3200.0,10.0,60,93.2
Ritual Beast Ulti-Kimunfalcos,1800.0,1.0,50,80.0
Ritual Beast Ulti-Pettlephin,200.0,6.0,40,44.0
Ritual Beast's Bond,0.0,1.0,30,42.0
Ritual Buster,0.0,1.0,20,32.0
Ritual Cage,0.0,1.0,10,22.0
Ritual Ceremony,0.0,1.0,40,52.0
Ritual Foregone,0.0,1.0,30,42.0
Ritual of Black Mastery,0.0,1.0,50,62.0
Ritual of Destruction,0.0,1.0,30,42.0
Ritual of Grace,0.0,1.0,20,32.0
Ritual Raven,300.0,1.0,20,35.0
Ritual Sanctuary,0.0,1.0,30,42.0
Ritual Sealing,0.0,1.0,10,22.0
Ritual Weapon,0.0,1.0,20,32.0
Rivalry of Warlords,0.0,1.0,0,12.0
Road Synchron,1600.0,4.0,20,39.0
Road Warrior,3000.0,8.0,40,71.5
Roar of the Earthbound Immortal,0.0,1.0,30,42.0
Roaring Earth,0.0,1.0,10,22.0
Roaring Ocean Snake,2100.0,6.0,0,23.0
Robbin' Goblin,0.0,1.0,10,22.0
Robbin' Zombie,0.0,1.0,20,32.0
Robolady,450.0,3.0,0,8.5
Robot Buster Destruction Sword,1600.0,4.0,20,39.0
Robotic Knight,1600.0,4.0,0,19.0
Roboyarou,900.0,3.0,0,13.0
Roc from the Valley of Haze,2400.0,6.0,0,26.0
Rock Band Xenoguitar,1000.0,4.0,30,43.0
Rock Bombardment,0.0,1.0,40,52.0
Rock of the Vanquisher,0.0,1.0,20,32.0
Rock Ogre Grotto #1,800.0,3.0,0,12.0
Rock Ogre Grotto #2,700.0,3.0,0,11.0
Rock Scales,2100.0,5.0,30,53.4
Rock Spirit,1650.0,5.0,0,18.9
Rocket Arrow Express,5000.0,10.0,30,81.2
Rocket Hand,0.0,1.0,30,42.0
Rocket Hermos Cannon,1500.0,4.0,40,58.0
Rocket Jumper,1000.0,3.0,0,14.0
Rocket Pilder,0.0,1.0,0,12.0
Rocket Warrior,1500.0,4.0,0,18.0
Rockstone Token,0.0,1.0,20,32.0
Rockstone Warrior,1800.0,4.0,30,51.0
Rod of Silence - Kay'est,0.0,1.0,30,42.0
Rod of the Mind's Eye,0.0,1.0,20,32.0
Rodenut,100.0,1.0,30,43.0
Rogue Doll,1600.0,4.0,20,39.0
Rogue of Endymion,1500.0,3.0,30,49.0
Rokket Caliber,1700.0,4.0,20,40.0
Rokket Coder,1700.0,4.0,20,40.0
Rokket Recharger,0.0,4.0,30,33.0
Rokket Synchron,0.0,1.0,30,42.0
Rokket Tracer,1600.0,4.0,50,69.0
Roll Out!,0.0,1.0,0,12.0
ROM Cloudia,1800.0,4.0,50,71.0
Ronintoadin,100.0,2.0,30,37.0
Rookie Fur Hire,0.0,1.0,20,32.0
Rookie Warrior Lady,1000.0,3.0,0,14.0
Room for Growth,0.0,1.0,0,12.0
Root Water,900.0,3.0,0,13.0
Rope of Life,0.0,1.0,40,52.0
"Rosaria, the Stately Fallen Angel",2900.0,8.0,30,60.5
Rose Archer,1000.0,3.0,10,24.0
Rose Bell of Revelation,0.0,1.0,50,62.0
Rose Bud,0.0,1.0,20,32.0
Rose Fairy,600.0,3.0,40,50.0
Rose Girl,800.0,3.0,20,32.0
Rose Lover,800.0,1.0,30,50.0
Rose Paladin,1800.0,4.0,50,71.0
Rose Papillon,1400.0,3.0,40,58.0
Rose Princess,1200.0,3.0,30,46.0
Rose Shaman,1700.0,4.0,50,70.0
Rose Spectre of Dunn,2000.0,6.0,0,22.0
Rose Tentacles,2200.0,6.0,70,94.0
Rose Token,800.0,2.0,20,34.0
Rose Witch,1600.0,4.0,20,39.0
"Rose, Warrior of Revenge",1600.0,4.0,20,39.0
Roulette Barrel,1000.0,4.0,10,23.0
Roulette Spider,0.0,1.0,30,42.0
Roxrose Dragon,1600.0,3.0,50,70.0
Royal Command,0.0,1.0,0,12.0
Royal Decree,0.0,1.0,0,12.0
Royal Firestorm Guards,1700.0,4.0,40,60.0
Royal Flush,0.0,1.0,20,32.0
Royal Guard,1900.0,6.0,0,21.0
Royal Keeper,1600.0,4.0,20,39.0
Royal Knight,1300.0,3.0,30,47.0
Royal Knight of the Ice Barrier,2000.0,5.0,20,42.4
Royal Magical Library,0.0,4.0,20,23.0
Royal Oppression,0.0,1.0,30,42.0
Royal Penguins Garden,0.0,1.0,10,22.0
Royal Prison,0.0,1.0,20,32.0
Royal Straight,0.0,1.0,20,32.0
Royal Straight Slasher,2400.0,6.0,30,56.0
Royal Surrender,0.0,1.0,10,22.0
Royal Swamp Eel,1700.0,4.0,0,20.0
Royal Tribute,0.0,1.0,-10,2.0
Royal Writ of Taxation,0.0,1.0,40,52.0
"Rubic, Malebranche of the Burning Abyss",100.0,3.0,30,35.0
Ruddy Rose Dragon,3200.0,10.0,40,73.2
Ruddy Rose Witch,800.0,1.0,50,70.0
Rude Kaiser,1800.0,5.0,0,20.4
Ruffian Railcar,1800.0,4.0,40,61.0
"Ruin, Angel of Oblivion",1700.0,4.0,20,40.0
"Ruin, Queen of Oblivion",2300.0,8.0,30,54.5
"Ruin, Supreme Queen of Oblivion",2900.0,10.0,50,80.2
Ruins of the Divine Dragon Lords,0.0,1.0,20,32.0
Rumpel Teufel,0.0,1.0,30,42.0
Runaway Karakuri,0.0,1.0,20,32.0
Rune-Eyes Pendulum Dragon,3000.0,8.0,20,51.5
Runick Allure,0.0,1.0,10,22.0
Runick Destruction,0.0,1.0,40,52.0
Runick Dispelling,0.0,1.0,40,52.0
Runick Flashing Fire,0.0,1.0,40,52.0
Runick Fountain,0.0,1.0,20,32.0
Runick Freezing Curses,0.0,1.0,30,42.0
Runick Golden Droplet,0.0,1.0,50,62.0
Runick Slumber,0.0,1.0,40,52.0
Runick Smiting Storm,0.0,1.0,30,42.0
Runick Tip,0.0,1.0,50,62.0
Rush Recklessly,0.0,1.0,20,32.0
Rush Warrior,300.0,2.0,10,19.0
Ruthless Denial,0.0,1.0,0,12.0
Ruthless Means,0.0,1.0,-20,-8.0
"Ryko, Lightsworn Hunter",200.0,2.0,10,18.0
"Ryko, Twilightsworn Fighter",200.0,2.0,30,38.0
Ryu Kokki,2400.0,6.0,10,36.0
Ryu Okami,2900.0,8.0,20,50.5
Ryu Senshi,2000.0,6.0,30,52.0
Ryu-Kishin,1000.0,3.0,0,14.0
Ryu-Kishin Clown,800.0,2.0,20,34.0
Ryu-Kishin Powered,1600.0,4.0,0,19.0
Ryu-Ran,2200.0,7.0,0,23.714285714285715
S-Force Bridgehead,0.0,1.0,30,42.0
S-Force Chase,0.0,1.0,10,22.0
S-Force Dog Tag,1600.0,5.0,20,38.4
S-Force Edge Razor,1500.0,4.0,20,38.0
S-Force Gravitino,2000.0,5.0,50,72.4
S-Force Justify,2600.0,1.0,30,68.0
S-Force Lapcewell,2400.0,6.0,40,66.0
S-Force Nightchaser,800.0,1.0,30,50.0
S-Force Orrafist,1800.0,4.0,20,41.0
S-Force Pla-Tina,2200.0,6.0,20,44.0
S-Force Professor DiGamma,1000.0,3.0,20,34.0
S-Force Rappa Chiyomaru,800.0,2.0,50,64.0
S-Force Retroactive,0.0,1.0,30,42.0
S-Force Showdown,0.0,1.0,20,32.0
S-Force Specimen,0.0,1.0,30,42.0
S:P Little Night,1600.0,1.0,30,58.0
Saambell the Star Bonder,1400.0,3.0,30,48.0
Saambell the Summoner,600.0,2.0,20,32.0
Sabatiel - The Philosopher's Stone,0.0,1.0,50,62.0
Saber Beetle,2400.0,6.0,20,46.0
Saber Hole,0.0,1.0,30,42.0
Saber Reflection,0.0,1.0,60,72.0
Saber Shark,1600.0,4.0,20,39.0
Saber Slash,0.0,1.0,10,22.0
Saber Vault,0.0,1.0,10,22.0
Sabersaurus,1900.0,4.0,0,22.0
Sacred Arch-Airknight Parshath,2800.0,9.0,70,99.33333333333333
Sacred Crane,1600.0,4.0,40,59.0
Sacred Fire King Garunix,2700.0,8.0,50,78.5
Sacred Noble Knight of King Artorigus,2200.0,5.0,30,54.4
Sacred Noble Knight of King Custennin,1500.0,4.0,30,48.0
Sacred Phoenix of Nephthys,2400.0,8.0,30,55.5
Sacred Scrolls of the Gizmek Legend,0.0,1.0,30,42.0
Sacred Serpent's Wake,0.0,1.0,10,22.0
Sacred Spirit of the Ice Barrier,1600.0,4.0,20,39.0
Sacred Sword of Seven Stars,0.0,1.0,30,42.0
"Sacred Tree Beast, Hyperyton",2600.0,9.0,10,37.33333333333333
"Sadion, the Timelord",0.0,10.0,30,31.2
Safe Zone,0.0,1.0,10,22.0
"Saffira, Queen of Dragons",2500.0,6.0,30,57.0
"Saffira, the Wise Silenforcer Queen",2500.0,6.0,40,67.0
Saga of the Dragon Emperor,0.0,1.0,30,42.0
Sage of Benevolence - Ciela,2200.0,6.0,30,54.0
Sage of Silence,1400.0,4.0,10,27.0
Sage of Stillness,1400.0,4.0,10,27.0
Sage of Strength - Akash,2400.0,5.0,30,56.4
Sage of Wisdom - Himmel,500.0,5.0,30,37.4
Sage with Eyes of Blue,0.0,1.0,30,42.0
Sage's Stone,0.0,1.0,20,32.0
Saggi the Dark Clown,600.0,3.0,0,10.0
"Sagitta, Maverick Fur Hire",1200.0,5.0,40,54.4
Saion the Vaylantz Archer,1100.0,4.0,30,44.0
Sakitama,400.0,4.0,20,27.0
Sakuretsu Armor,0.0,1.0,10,22.0
Salamandra,0.0,1.0,20,32.0
Salamangreat Almiraj,0.0,1.0,30,42.0
Salamangreat Balelynx,500.0,1.0,60,77.0
Salamangreat Beat Bison,2800.0,8.0,20,49.5
Salamangreat Blaze Dragon,2300.0,4.0,30,56.0
Salamangreat Burning Shell,0.0,1.0,30,42.0
Salamangreat Burst Gryphon,2800.0,8.0,20,49.5
Salamangreat Charge,0.0,1.0,40,52.0
Salamangreat Circle,0.0,1.0,40,52.0
Salamangreat Claw,0.0,1.0,50,62.0
Salamangreat Coyote,1000.0,3.0,20,34.0
Salamangreat Emerald Eagle,2800.0,8.0,70,99.5
Salamangreat Falco,1200.0,4.0,20,35.0
Salamangreat Fennec,1600.0,3.0,60,80.0
Salamangreat Fowl,1800.0,4.0,20,41.0
Salamangreat Foxer,1200.0,3.0,30,46.0
Salamangreat Foxy,1000.0,3.0,20,34.0
Salamangreat Gazelle,1500.0,3.0,40,59.0
Salamangreat Gift,0.0,1.0,50,62.0
Salamangreat Heatleo,2300.0,1.0,20,55.0
Salamangreat Jack Jaguar,1800.0,4.0,40,61.0
Salamangreat Meer,800.0,2.0,30,44.0
Salamangreat Miragestallio,2000.0,3.0,40,64.0
Salamangreat Mole,0.0,1.0,50,62.0
Salamangreat of Fire,800.0,2.0,60,74.0
Salamangreat Parro,2000.0,5.0,40,62.4
Salamangreat Pyro Phoenix,2800.0,1.0,50,90.0
Salamangreat Raccoon,400.0,1.0,30,46.0
Salamangreat Rage,0.0,1.0,30,42.0
Salamangreat Raging Phoenix,2800.0,1.0,70,110.0
Salamangreat Recureance,0.0,1.0,30,42.0
